Model: LI-7810	SN: TG10-01234	TimeZone: UTC
SECONDS	DIAG	CO2	CH4	H2O	TEMP
1782986139	0	414.760	1955.134	15005.32	18.20
1782986140	0	415.268	1960.207	14995.11	18.20
1782986141	0	415.385	1962.031	15014.07	18.20
1782986142	0	415.482	1958.506	15001.88	18.20
1782986143	0	416.697	1960.938	15001.90	18.20
1782986144	0	413.510	1955.990	15002.63	18.20
1782986145	0	413.608	1960.069	15009.39	18.20
1782986146	0	414.903	1958.126	15003.96	18.20
1782986147	0	416.609	1962.196	14991.97	18.20
1782986148	0	415.581	1956.276	15007.02	18.20
1782986149	0	414.201	1960.147	14998.30	18.20
1782986150	0	415.138	1952.575	15000.54	18.20
1782986151	0	414.856	1960.056	14993.60	18.20
1782986152	0	414.828	1956.746	15002.63	18.20
1782986153	0	414.568	1959.293	14996.74	18.20
1782986154	0	415.073	1962.419	15000.50	18.20
1782986155	0	415.865	1958.823	14998.58	18.20
1782986156	0	414.635	1961.751	15009.63	18.20
1782986157	0	415.489	1958.263	15009.91	18.20
1782986158	0	415.632	1963.918	15000.23	18.20
1782986159	0	416.033	1967.113	15000.32	18.20
1782986160	0	414.307	1960.056	14998.13	18.20
1782986161	0	410.001	1949.951	15005.53	18.20
1782986162	0	409.935	1949.257	14998.36	18.20
1782986163	0	410.009	1949.616	14997.89	18.20
1782986164	0	410.009	1949.603	15004.89	18.20
1782986165	0	409.890	1950.117	14997.31	18.20
1782986166	0	410.015	1950.290	14999.81	18.20
1782986167	0	410.219	1950.139	14992.09	18.20
1782986168	0	410.049	1949.461	15003.52	18.20
1782986169	0	409.871	1950.791	15009.70	18.20
1782986170	0	409.908	1949.478	15003.61	18.20
1782986171	0	409.996	1949.955	15007.31	18.20
1782986172	0	409.910	1949.848	14995.77	18.20
1782986173	0	410.123	1949.597	15001.18	18.20
1782986174	0	409.861	1950.471	14995.28	18.20
1782986175	0	410.049	1949.690	14998.86	18.20
1782986176	0	409.842	1949.628	15003.86	18.20
1782986177	0	409.995	1950.583	15000.51	18.20
1782986178	0	409.896	1949.958	14992.94	18.20
1782986179	0	410.068	1948.809	14993.42	18.20
1782986180	0	410.103	1949.409	14993.09	18.20
1782986181	0	410.033	1950.123	15002.46	18.20
1782986182	0	410.108	1950.275	15010.32	18.20
1782986183	0	409.762	1949.608	15006.81	18.20
1782986184	0	410.014	1949.903	14990.52	18.20
1782986185	0	410.048	1950.395	15007.11	18.20
1782986186	0	410.061	1949.893	15004.68	18.20
1782986187	0	409.815	1949.772	14992.27	18.20
1782986188	0	410.042	1949.455	14998.48	18.20
1782986189	0	410.063	1950.454	15005.48	18.20
1782986190	0	410.013	1948.468	15002.75	18.20
1782986191	0	409.872	1950.943	14993.45	18.20
1782986192	0	409.945	1949.008	15003.05	18.20
1782986193	0	410.124	1950.007	14989.31	18.20
1782986194	0	410.110	1950.138	14998.89	18.20
1782986195	0	410.046	1950.182	15005.69	18.20
1782986196	0	410.070	1951.139	15000.09	18.20
1782986197	0	410.097	1949.210	14997.51	18.20
1782986198	0	410.045	1950.571	15004.45	18.20
1782986199	0	410.120	1949.787	15004.87	18.20
1782986200	0	410.116	1950.464	15006.55	18.20
1782986201	0	410.257	1949.625	15004.37	18.20
1782986202	0	409.949	1949.847	15005.41	18.20
1782986203	0	409.951	1949.555	15003.66	18.20
1782986204	0	409.724	1949.783	15001.33	18.20
1782986205	0	410.037	1949.753	15000.45	18.20
1782986206	0	410.194	1950.007	14998.81	18.20
1782986207	0	410.129	1950.131	14993.94	18.20
1782986208	0	410.083	1950.140	14995.22	18.20
1782986209	0	410.137	1950.028	14998.59	18.20
1782986210	0	410.050	1950.183	15001.21	18.20
1782986211	0	409.971	1950.202	15007.20	18.20
1782986212	0	410.223	1949.865	14999.79	18.20
1782986213	0	410.042	1950.629	15005.02	18.20
1782986214	0	410.114	1950.006	15005.40	18.20
1782986215	0	409.762	1950.258	14998.84	18.20
1782986216	0	409.778	1950.735	15002.97	18.20
1782986217	0	410.017	1950.500	14998.78	18.20
1782986218	0	409.910	1949.224	15006.61	18.20
1782986219	0	410.026	1949.983	15003.18	18.20
1782986220	0	409.951	1950.042	14994.05	18.20
